"Mortality rate age 5-14 (10q5): the probability of dying between exact age 5 and exact age 15, expressed per 1,000 children aged 5",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Country_Name,Country_ISO,Series_Name,Series_Year,Indicator,Sex,Series_Type,Series_Category,Data_Collection_Method,Interval,Reference_Date,Estimates,Standard_Error_of_Estimates,Inclusion,DataCatalogID
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1967.5,4.58,0.21,0,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1968.5,4.49,0.21,0,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1969.5,4.42,0.2,0,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1970.5,4.36,0.2,1,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1971.5,4.52,0.21,1,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1972.5,4.16,0.2,1,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1973.5,3.78,0.2,1,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1974.5,3.48,0.19,1,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1975.5,3.34,0.19,1,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1976.5,3.02,0.18,1,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1977.5,3.17,0.19,1,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1978.5,3.52,0.21,1,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1979.5,3.04,0.2,1,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1980.5,2.82,0.2,1,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1981.5,2.76,0.2,1,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1982.5,2.29,0.18,1,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1983.5,2.76,0.2,1,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1984.5,2.17,0.17,1,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1985.5,2.51,0.18,1,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1986.5,2.23,0.17,1,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1987.5,1.77,0.15,1,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1988.5,2.25,0.17,1,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1989.5,1.8,0.15,1,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1990.5,1.8,0.15,1,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1991.5,2.12,0.17,1,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1992.5,1.84,0.15,1,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1993.5,1.93,0.15,1,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1994.5,1.9,0.15,1,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1995.5,1.6,0.14,1,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1996.5,1.49,0.13,1,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1997.5,1.38,0.13,1,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1998.5,1.41,0.13,1,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1999.5,1.41,0.13,1,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2000.5,1.39,0.13,1,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2001.5,1.15,0.12,1,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2002.5,1.05,0.11,1,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2003.5,1.13,0.12,1,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2004.5,1.17,0.12,1,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2005.5,1.14,0.12,1,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2006.5,1.12,0.12,1,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2007.5,0.94,0.11,1,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2008.5,0.91,0.11,1,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2009.5,0.98,0.11,1,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2010.5,0.74,0.1,1,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2011.5,1,0.11,1,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2012.5,0.74,0.1,1,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2013.5,0.74,0.1,1,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2014.5,0.68,0.09,1,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2015.5,0.83,0.1,1,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2016.5,0.71,0.09,1,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2017.5,0.68,0.09,1,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2018.5,0.82,0.1,1,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2019.5,0.7,0.09,1,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2020.5,0.8,0.09,1,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2021.5,0.79,0.09,1,549
Switzerland,CHE,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2022.5,0.63,0.08,1,549
Syrian Arab Republic,SYR,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1983.5,15.67,0.21,0,563
Syrian Arab Republic,SYR,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1984.5,13.22,0.19,0,563
Syrian Arab Republic,SYR,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1998.5,6.5,0.12,1,563
Syrian Arab Republic,SYR,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1999.5,7.35,0.13,1,563
Syrian Arab Republic,SYR,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2000.5,6.19,0.12,1,563
Syrian Arab Republic,SYR,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2001.5,5.51,0.11,1,563
Syrian Arab Republic,SYR,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2002.5,6.32,0.12,1,563
Syrian Arab Republic,SYR,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2003.5,4.29,0.1,1,563
Syrian Arab Republic,SYR,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2004.5,2.8,0.08,1,563
Syrian Arab Republic,SYR,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2005.5,5.17,0.1,1,563
Syrian Arab Republic,SYR,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2006.5,4.5,0.09,1,563
Syrian Arab Republic,SYR,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2007.5,4.4,0.09,1,563
Syrian Arab Republic,SYR,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2008.5,4.05,0.09,1,563
Syrian Arab Republic,SYR,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2009.5,4.15,0.09,1,563
Syrian Arab Republic,SYR,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2010.5,4.6,0.09,1,563
Syrian Arab Republic,SYR,PAPFAM Family Health Survey,2001,Mortality Rate age 5-14,Total,Direct,PAP,Full Birth Histories,12,1995.8,4.62,0.7,1,147
Syrian Arab Republic,SYR,PAPCHILD Maternal and Child Health Survey,1993,Mortality Rate age 5-14,Total,Direct,PAP,Full Birth Histories,12,1987,6.26,0.96,1,663
Syrian Arab Republic,SYR,PAPCHILD Maternal and Child Health Survey,1993,Mortality Rate age 5-14,Total,Household Deaths,Others,Household Deaths,4,1991,12.92,,1,663
Syrian Arab Republic,SYR,World Fertility Survey,1978,Mortality Rate age 5-14,Total,Direct,WFS,Full Birth Histories,6,1969.5,11.01,1.88,1,125
Syrian Arab Republic,SYR,World Fertility Survey,1978,Mortality Rate age 5-14,Total,Direct,WFS,Full Birth Histories,6,1975.5,9.49,1.45,1,125
Tajikistan,TJK,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1981.5,8.27,0.26,0,564
Tajikistan,TJK,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1982.5,7.38,0.24,0,564
Tajikistan,TJK,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1985.5,6.38,0.21,0,564
Tajikistan,TJK,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1986.5,5.89,0.2,0,564
Tajikistan,TJK,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1987.5,6.88,0.22,0,564
Tajikistan,TJK,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1988.5,6.45,0.2,0,564
Tajikistan,TJK,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1989.5,5.96,0.19,0,564
Tajikistan,TJK,Recalculated VR Submitted to WHO/UNIGME 2023 version (adjusted),2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1989.5,7.42,0.21,1,564
Tajikistan,TJK,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1990.5,6.12,0.19,0,564
Tajikistan,TJK,Recalculated VR Submitted to WHO/UNIGME 2023 version (adjusted),2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1990.5,7.62,0.21,1,564
Tajikistan,TJK,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1991.5,5.33,0.17,0,564
Tajikistan,TJK,Recalculated VR Submitted to WHO/UNIGME 2023 version (adjusted),2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1991.5,6.64,0.19,1,564
Tajikistan,TJK,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1992.5,5.82,0.17,0,564
Tajikistan,TJK,Recalculated VR Submitted to WHO/UNIGME 2023 version (adjusted),2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1992.5,7.25,0.19,1,564
Tajikistan,TJK,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1993.5,8.72,0.21,0,564
Tajikistan,TJK,Recalculated VR Submitted to WHO/UNIGME 2023 version (adjusted),2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1993.5,10.87,0.24,1,564
Tajikistan,TJK,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1994.5,8.12,0.2,0,564
Tajikistan,TJK,Recalculated VR Submitted to WHO/UNIGME 2023 version (adjusted),2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1994.5,10.12,0.22,1,564
Tajikistan,TJK,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1995.5,7.32,0.19,0,564
Tajikistan,TJK,Recalculated VR Submitted to WHO/UNIGME 2023 version (adjusted),2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1995.5,9.11,0.21,1,564
Tajikistan,TJK,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1996.5,5.87,0.17,0,564
Tajikistan,TJK,Recalculated VR Submitted to WHO/UNIGME 2023 version (adjusted),2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1996.5,7.32,0.19,1,564
Tajikistan,TJK,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1997.5,6.31,0.18,0,564
Tajikistan,TJK,Recalculated VR Submitted to WHO/UNIGME 2023 version (adjusted),2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1997.5,7.87,0.2,1,564
Tajikistan,TJK,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1998.5,5.13,0.17,0,564
Tajikistan,TJK,Recalculated VR Submitted to WHO/UNIGME 2023 version (adjusted),2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1998.5,6.39,0.19,1,564
Tajikistan,TJK,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1999.5,4.13,0.15,0,564
Tajikistan,TJK,Recalculated VR Submitted to WHO/UNIGME 2023 version (adjusted),2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1999.5,5.15,0.17,1,564
Tajikistan,TJK,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2000.5,3.51,0.14,1,564
Tajikistan,TJK,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2001.5,4.12,0.15,1,564
Tajikistan,TJK,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2002.5,3.74,0.15,1,564
Tajikistan,TJK,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2003.5,3.55,0.14,1,564
Tajikistan,TJK,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2004.5,3.16,0.13,1,564
Tajikistan,TJK,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2005.5,2.97,0.13,1,564
Tajikistan,TJK,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2007.5,2.81,0.12,1,564
Tajikistan,TJK,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2008.5,2.9,0.13,1,564
Tajikistan,TJK,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2009.5,2.9,0.13,1,564
Tajikistan,TJK,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2016.5,2.42,0.1,1,564
Tajikistan,TJK,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2017.5,2.22,0.1,1,564
Tajikistan,TJK,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2018.5,2.37,0.1,1,564
Tajikistan,TJK,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2019.5,2.4,0.1,1,564
Tajikistan,TJK,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2020.5,2.29,0.09,1,564
Tajikistan,TJK,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2021.5,1.78,0.08,1,564
Tajikistan,TJK,Demographic and Health Survey,2017,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,12,2011.6,3.85,0.79,1,7371
Tajikistan,TJK,Demographic and Health Survey,2012,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,12,2006.5,4.66,0.94,1,5070
Thailand,THA,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1955.5,24.32,0.18,0,565
Thailand,THA,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1956.5,25.14,0.18,0,565
Thailand,THA,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1957.5,25.99,0.18,0,565
Thailand,THA,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1958.5,25.47,0.18,0,565
Thailand,THA,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1959.5,24.13,0.17,0,565
Thailand,THA,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1960.5,24.79,0.17,0,565
Thailand,THA,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1961.5,20.71,0.15,0,565
Thailand,THA,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1962.5,21.4,0.15,0,565
Thailand,THA,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1963.5,22.17,0.15,0,565
Thailand,THA,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1964.5,21.61,0.15,0,565
Thailand,THA,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1965.5,18.72,0.14,0,565
Thailand,THA,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1966.5,20.84,0.14,0,565
Thailand,THA,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1967.5,18.69,0.13,0,565
Thailand,THA,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1968.5,17.02,0.12,0,565
Thailand,THA,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1969.5,17.67,0.13,0,565
Thailand,THA,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1970.5,14.99,0.11,0,565
Thailand,THA,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1971.5,15.74,0.12,0,565
Thailand,THA,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1972.5,16.17,0.12,0,565
Thailand,THA,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1973.5,15.83,0.11,0,565
Thailand,THA,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1974.5,15.11,0.11,0,565
Thailand,THA,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1975.5,13.46,0.11,0,565
Thailand,THA,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1976.5,12.22,0.1,0,565
Thailand,THA,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1977.5,13.63,0.11,0,565
Thailand,THA,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1978.5,12.26,0.1,0,565
Thailand,THA,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1979.5,11.96,0.1,0,565
Thailand,THA,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1980.5,12.4,0.1,0,565
Thailand,THA,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1981.5,9.75,0.09,0,565
Thailand,THA,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1982.5,9.42,0.09,0,565
Thailand,THA,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1983.5,9.57,0.09,0,565
Thailand,THA,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1984.5,7.84,0.08,0,565
Thailand,THA,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1985.5,7.33,0.08,0,565
Thailand,THA,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1986.5,6.12,0.07,0,565
Thailand,THA,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1987.5,6.47,0.08,0,565
Thailand,THA,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1988.5,5.55,0.07,0,565
Thailand,THA,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1989.5,5.27,0.07,0,565
Thailand,THA,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1990.5,5.27,0.07,0,565
Thailand,THA,Recalculated VR Submitted to WHO/UNIGME 2023 version (adjusted),2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1990.5,6.44,0.08,1,565
Thailand,THA,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1991.5,5.05,0.07,0,565
Thailand,THA,Recalculated VR Submitted to WHO/UNIGME 2023 version (adjusted),2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1991.5,6.18,0.08,1,565
Thailand,THA,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1992.5,4.78,0.07,0,565
Thailand,THA,Recalculated VR Submitted to WHO/UNIGME 2023 version (adjusted),2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1992.5,5.84,0.07,1,565
Thailand,THA,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1993.5,4.87,0.07,0,565
Thailand,THA,Recalculated VR Submitted to WHO/UNIGME 2023 version (adjusted),2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1993.5,5.96,0.08,1,565
